review_title,cust_name,cust_location,cust_reviews,cust_rating,cust_review_text,seller_response,date_experience
Great Colorado company,D-Mo,US,1,5,"Great Colorado company!  CBD products can be expensive.  While Twisted Spoke is not cheap by any means, their price-point makes them very approachable.  Online orders and shipments arrive in a timely manner and usually are accompanied by a handwritten thank you from their staff and even the founders! The one time my order was late getting shipped, I received a personal email from the founder explaining why.  I really appreciated that, nice touch!  Great products for athletes, particularly cyclists.  I'm a big fan of the chamois cream!",We appreciate your kind words!,"November 01, 2023"
Excellent CBD & coffee,MK,US,1,5,"Top tier products! I’d highly recommend to anyone looking for a reliable, quality CBD product and the coffee being great is a huge plus (and I consider myself a coffee snob).",Coffee is life. We appreciate you!,"October 11, 2024"
So Good!  Very helpful and informative,John Jury,US,2,5,"Visited with two different employees (one in person the other on the phone).  So Good!  Very helpful and informative, the samples were a perfect way for a low risk test and loved the products.  Upon making my first order I received a phone call indicating that I had not ordered the product we had discussed on the phone.  I had selected the wrong product but this was quickly corrected on the phone.I recommend calling if you have questions on any of their products as this helped me considerably on my first order.  Great folks, Great products!",We love to help! These products can be really confusing.,"August 12, 2024"
"The Twisted Spoke experience, AMAZING!",Ronny Johnson,US,1,5,My experience was made great by the great communication and knowledge of Wen and Gabe. They made sure I was getting what I needed and thoroughly explained everything to me. I truly appreciated their honesty and commitment to a great product made by Twisted Spoke. Keep up the great work!,We can't do this without support like yours!,"July 03, 2024"
Great customer service!,Megan B.,US,1,5,"My order was packed and shipped out the same day!  When I received my package, there was a hand-written, personal note of gratitude inside the shipping box.  Great customer service!",Thanks for your review Megan! We can't build this business without customers who value us as much as we value them.,"September 16, 2024"
"Great company, products, and customer service",Shaneen,US,1,5,"I had an amazing experience with Twisted Spoke. I'm one of those annoying customers who asks a lot of questions, but they were more than willing to go over details with me and even threw in free samples for me to try. Really great company with the best prices and customer service!",We love annoying questions 😉,"April 26, 2024"
The BEST CBD company EVER!!!,Aleah Austin,US,1,5,"They are truly the kindest, most giving crew! I have been using their topical for over a year now. They always ship extremely fast and are very helpful with any questions! I recommend this to everyone because it actually works. I have tried other alternative pain relievers and this stuff is awesome!",<3,"February 22, 2024"
A Tasty and Effective Energy Chew,"MICHAEL B,",US,1,5,"I was introduced to Twisted Spoke at a bike festival. The flavor was what grabbed me. I found each flavor tasty, but I especially liked the raspberry with caffeine. The chews provided me steady non-jittery energy on my rando rides.The packaging is superb. If I finish my ride with an unopened package the package pristine and fresh.My only suggestion is to add cherry chews.Happy riding.",Cherry is on our radar… We did just release a Pineapple flavor though!,"November 04, 2023"
My Favorite CBD Products,Marley Blonsky,US,1,5,"Twisted Spoke CBD products are always reliable and high quality. The products work well, come in elegant and nice-to-look at packaging and I feel like I can trust them. I especially love the CBD infused chamois cream and the energy chews!",We love you Marley! Thanks!!,"December 15, 2023"
Nobody is perfect,Louis R,US,1,4,"Nobody is perfect, but you come awful close in filling orders and getting them delivered quickly. I do wish you would continue making the Full Spectrum Softgels that have been discontinued. To me it is an example of taking something that is great and trying to 'improve' on it, and the capsules just are not the same.",We appreciate the feedback Louis. The softgels were our standard oil tincture in pill form. If you preferred the old softgels we encourage you to try our oils. The new Nano Capsules were redesigned to be vegan and to offer a faster acting formulation with smaller particle sizes. Our favorite product will ALWAYS be our Full Spectrum tincture. It offers the best value and the longest effects. It just takes longer than the capsules to start working.,"September 08, 2023"
The straps that were sent were the…,Ken Munson,US,1,5,"The straps that were sent were the wrong ones, 21 inch not 24 inch like was ordered. I emailed an called. They called and emailed. Sent a return slip and sent the right ones. I just appreciate the service not the mistake.",False,"December 24, 2024"
Awesome turnaround in a world that…,Garrett Ogden,US,2,5,Awesome turnaround in a world that can’t seem to get things delivered in a timely manner. I will continue to do business with HDE from here forward.,False,"November 22, 2024"
Got just what I wanted from them,Alfred mattson,US,1,5,"Got just what I wanted from them, quality custom links, quick turnaround and the were in contact with me about my order’s. I will definately be buying parts from them again",False,"November 26, 2024"
Excellent 7075 aluminum links,Alex,US,1,5,"Got aluminum links for my truck. The links are of very nice quality and I got the order super fast. I asked for a deeper thread length, and it was done exactly as I specified. Links have flats on both sides, which makes it easier to make adjustments. The price is very competitive too. In summary, if you want to add 7075 aluminum links to your rig, go with Hammer Down. Embossed HD logo is a nice additional touch that you get for free!",False,"August 06, 2024"
I ordered link arms online then called…,Tom Brown,US,1,5,I ordered link arms online then called during buisness hours. The gentleman was nice about giving me time for shipping. I explained was leaving following week he said he would see what he could do. My order was shipped and delivered to my door by the weekend which gave me full week to prep for my trip. This kind of service gets all my buisness especially for aluminum links. The links are of great quality with cool logo engraved.,False,"February 23, 2024"
Customer service is on point !,Stanley Olmos,US,2,5,"Customer service is on point ! They took the time to explain everything, all that I needed, how to get the exact measurements etc. They went out of their way to have my stuff anodized, came out absolutely perfect. They went in with no problems and fit PERFECTLY ! And did I mention the customer service and the attention to detail.  Customer for life. Thank you Keaton and to the team HDE much appreciated !!!",False,"October 12, 2023"
Hammer Down Enterprises knuckles,James Gosselin,US,1,5,"I was looking at the ZRP knuckles for an X3/XRS and luckily, I found Hammer Down enterprises knuckles and oversized bearing/Hubs. They are beautifully machined and engineered for long lasting usage. I believe they have a better design with regards to wear on components and bolt right up to your stock parts. Depending on what aftermarket upper control arms you have, it might take a little modification to get dialed in, but you can't make a part that works with every aftermarket set-up. I purchased the Lonestar MTS kit and with a little modifying on the upper control arms the knuckles worked great. Same mods would have to be done with the ZRP's, that's just what you have to do if you want I true double sheer contact point on the top control arm. Hammer also did a great job taking care of me from the beginning to the end and even shipped me out some of their new 36 MM caps for the upgraded larger size bearing/axle nuts and that was months after I purchased their product. I am a retired military vet, and no company took care of me like hammer did (Price and Service). Incredible service and product.",False,"July 02, 2024"
Great fast shipment and phone call had…,Mark May,US,2,5,Great fast shipment and phone call had knowledge of what I wanted,False,"November 26, 2024"
Customer service was over the top!!,Mike Murphy,US,1,5,"Customer service was over the top!!!  You can see that 100% satisfaction is their #1 goal. Hands down they have the best products, great quality and priced accordingly. I will definitely do business with them again.Thanks guys!!!Mike MMonument, CO",False,"April 15, 2024"
"Quality, great customer service/support!",Jacob Hamblin,US,1,5,Originally I just loved the design and quality of their products but have since come to find out they have the best customer service I've experienced in decades hands down. Thanks Keaton and the rest of your team!,False,"December 14, 2023"
Best Company Hands Down,SaltyDog,US,1,5,"Our factory hubs had broken. So I gave these guys a call after a lot of research and they had everything on point on what they use and how it’s made. After speaking with them and hearing their confidence, we decided to order the rear spindles and is the best decision I have made yet for our car. The packaging was amazing, they even threw into some really cool stuff for me. The fit and finish on the spindles is top-notch. If my front hubs go out, I will definitely be looking at these guys to get new ones from. Super easy process to order from fantastic looking product ultra tight tolerances.  Don’t pass these guys up and they know what they’re doing.",False,"February 15, 2024"
"Great product, superb customer service",JD,US,1,5,"I had a great experience buying from HME. They have fast lead times on custom links, they arrived quickly, were well-packaged and of high quality. I would definitely recommend them.",False,"October 13, 2023"
My parts dimensions were custom but…,Jason Montes,US,1,5,My parts dimensions were custom but references can am specifications. I was emailed to double check the order I made was correct and it was. Thank you for double checking to make sure the order was correct,False,"February 05, 2024"
BEST LIMIT STRAPS IN THE INDUSTRY,Michael Rosio,US,1,5,EXCELLENT CUSTOMER SERVICE. I HAD TO CHANGE MY ORDER A FEW TIMES TESTING OUT THE SIZE OFTHE LIMIT STRAPS I NEED. QUICK AND EASY EXCHANGE PLUS THERE LIMIT STRAPS LOOK KILLER!,False,"June 28, 2024"
Order a few times from this company,Jonathan Fedel,US,1,5,Order a few times from this company. They have always went above and beyond. They are easy to get a hold of two. There billet links are a must.,False,"October 22, 2024"
7075 link bars for Jimmy’s 4x4 RW1,Mark R,US,1,5,Ordered 4 7075 link bars and was shocked how fast they shipped. Spot on measurements and quality product. Looking forward to adding to the Jimmy’s 4x4 RW1 tube chassis. I will be ordering my upper links as soon as the lowers are installed. Thank you!,False,"October 31, 2023"
Custom aluminum links arrived very…,Michael F,US,1,5,"Custom aluminum links arrived very quickly, exactly as ordered with extra deep threading on each end.",False,"June 18, 2024"
The misalignments I couldn't find anywhere else,James Stark,US,2,5,I had been looking everywhere for the misalignments I needed and the selection Hammer Down had was exactly what I needed. Fast delivery too.,False,"April 18, 2024"
1.25 and 1.5 links,ROB KRAUSE,US,1,5,"Order a set of 1.25 and 1.5 links for a no prep drag race 4 link. Quick turnaround time, length cut at exactly what was ordered and perfect finished overall product 👍",False,"April 22, 2024"
Friendly service,Todd Bruns,US,3,5,"Friendly service, welcoming to walk in patrons, incredible custom aluminum links, and custom parts!  Thank you HDE!👍👍",False,"August 09, 2024"
Fantastic company and products,Josh H,US,1,5,Every interaction and purchase I've had or made with Henry Holsters has been fantastic. They stand behind their products completely and have gone above and beyond to make sure I've had good experiences. Can't recommend them enough!,False,"November 24, 2024"
Easy manipulation,Ted Baldonado,US,1,5,Perfect for quick micro retention adjustment. Large lugs to manipulate without looking. Arrived quick and enough to refit 5 holsters.,False,"November 24, 2024"
Better Than The Others,Eric Knighton,US,1,5,This is the most comfortable holster I’ve ever used. I love how they don’t use any gimmicky and politically driven marketing either. The fit is absolutely perfect for my pistol as well!,False,"October 26, 2024"
5star!,Customer,US,2,5,"Easy purchasing experience,  Very fast shipping, and Quality product holster and Phlster. Honestly with a Phlster wedge this the first time I had absolutely zero printing with a compact size .",False,"October 26, 2024"
Exceptional.,Rommel Martínez,PH,1,5,"Exceptional.Henry Holsters gave me the experience that no other holster company could do. I can now enjoy conceal carry without having to get a PhD to understand everything. Not only was it a breeze to order from them, but their customer support was top-notch. They were quick to accommodate all my questions and inquiries.","Thanks Rommel, glad we could help.","September 11, 2024"
Henry’s is all I run for AIWB nobody is…,Jesse R,US,2,5,Henry’s is all I run for AIWB nobody is better for comfort or customer service,False,"October 27, 2024"
Order the Embers holster and it was…,Kyle Anderson,US,1,5,Order the Embers holster and it was perfect. It came with everything I needed. The shipping was fast. They sent a picture of the contents of the package. For sure will buy another for another build.I also bought the S15 mag carrier and it works perfect as well.,False,"September 25, 2024"
This was a no brainer…,Britt Burwell,US,2,5,When I found that Henry holsters has a light bearing holster for my P365XL that fits the enigma I had to get it. Plus it arrived already assembled which saves me some time with my busy schedule. Being able to carry in comfort and with the same flexibility I do with my other rigs made this a no brainer.,Thanks Britt. Glad you're happy with your Enigma rig!,"May 29, 2024"
I had some trouble with my device and…,Tam Pet,US,1,3,I had some trouble with my device and reached out immediately. That was a little more than 48 hours ago. Let's be honest I had a lot of trouble. Still waiting for support. I only gave e stars because I like the way the belt fits.No instructions came with the device either.Ben I am in touch with someone named Andrew as of 10.5.2024. This process is very slow and the email back and forth WILL be helpful but now I am just waiting for guidance- was given some but not comfortable with it without clarity. Will be waiting for an email response.,"Hi Tamara, sorry we didn't get back to you... I can't find any tickets from you other than the one about sport belt sizes from a couple months ago. Can you reach out to me directly and we can help troubleshoot your problem? cs@henryholsters.com ---Ben","September 25, 2024"
Hellcat doesn’t fit in the holster,Zack,US,1,5,Hellcat doesn’t fit in the holster. Tension screws have to be completely removed for gun to go in holster.***Update***Henry helped fix my issue with the holster which was user error not an error with manufacturing. Best customer service I have ever dealt with. I would recommend this company to anyone. They easily turned a 1 star into a 5 star review.,"Zack, you may not know this but we actually pride ourselves in both quality products and amazing customer service... if you reach out to us with your order number we can help troubleshoot your issue or get you a refund if you're not happy with the product (there's a convenient ""Contact Us"" form on every single page on our site).As a side note; all of our holster are individually test-fit with an actual live firearm before shipping out. If it doesn't fit the way you like (or with your specific firearm) we're more than happy to give you a full refund.","October 23, 2023"
HH makes finely crafted products…,Dr. David A Blender,US,5,5,HH makes finely crafted products centered around user functionality. The ordering process was simple and easy. Shipping was incredibly fast. At the time of order a promotion was in place which created even greater value. The whole process was flawless.,Thanks for the feedback. Enjoy the gear!,"October 26, 2023"
First and only holster,Lenny,US,2,5,"I’m new to the conceal carry game and wanted to do things right the first time since I was told that I’d inevitably have a box full of old holsters. After tons of research, I found my way to Henry holsters and could not have asked for a better first holster buying experience!The customer service was top notch just like the product. No hot spots, rough edges, or months long lead time.If you’re on the fence about ordering one - do it!I’m proud to be holstering with a Henry and will be recommending to everyone.",False,"November 28, 2023"
You won't see a better product!,Bully Holsters,US,1,5,"Great product! I ordered their new vaccuum press and honestly didn't expect how good it was. It was sleek in design, worked like a charm, and it makes holsters much better than my old one. My customers LOVE the holsters it makes, and it comes with everything needed to operate it. Great job guys, I'll be using this for years to come. Keep improving the design, and I'll get every new model!",Glad it is working out for you,"June 28, 2024"
Great products and customer service,Amanda,US,1,5,I am really impressed with not just the products that Henry Holsters makes but with their customer service. I have never had a company send me a picture of my order before it was packed so I could see if anything was wrong with it. I mean just Wow! I also know that they back up the products that they make and if you have something go wrong they will take care of it. I would highly recommend Henry Holsters to anyone.,We aim to please. Thanks for your kind feedback!,"June 26, 2024"
"Great quality, good price & fast shipping",Juan David Vargas,US,7,5,"Great quality, fit and finish on this holster. I purchased for my Staccato C2 and I am very happy with the fit. This holster will fit the CS,C2 and P model. Mine came attached to a Phlster enigma chassis which is a game changer for concealment. I ordered on Thursday late morning and I had it the following Monday, that is super fast. I can’t recommend Henry Holsters enough.","Juan, thanks for the review. Always great to hear from happy customers!","October 19, 2023"
Enigma with Ember,William R.,US,1,5,Ordered and Ember with the Enigma belt. Henry Hosters shipped my order very quickly and included a photo of my order showing that everything was correct and included in the shipment email. Some of the best service I have ever seen.,"We're gunning for that ""best customer experience"" slot... on our way! Thanks for the review","May 27, 2024"
Top Notch Service and Products,Kristen Bownas,US,2,5,I had a last minute addition to my order and they told me how to make the second order without the need to pay shipping on it. My original order had not been shipped yet so it could all be in one shipment!,"Kristen, glad we could help!","April 24, 2024"
High Quality Goods,Andrew G.,US,1,5,"The holster is high quality and conceals the firearm very well. I received the holster in the mail shortly after ordering it, which is always nice.",False,"July 27, 2024"
The whole experience was great,Bradley Ruth,US,1,5,"The whole experience was great. Website is super easy to navigate, checkout was a breeze, and the follow up emails were amazing. Order confirmation, and shipping confirmation with a direct link to tracking and a picture of my purchased item ready to go in the email.",False,"November 28, 2023"
I got the Phlster Enigma from Henry…,Cheryl Stiles,US,1,5,I got the Phlster Enigma from Henry Holsters for my Sig p365.  Their standard is to send the holster that also fits the p365XL. I am fairly short and felt that holster was too long so they are sending me the Phlster skeleton.  They have been wonderful.,Happy to help,"November 07, 2023"
Support and Accountability,MF,US,1,5,The personalized support and accountability has been instrumental in helping me make progress toward my goals. My coach is very responsive and always has suggestions and helpful tips to keep me motivated and finding new ways to hit my goals.,False,"November 07, 2024"
I've recently visited Fitmate Coach,Oda,PL,1,5,"I've recently visited Fitmate Coach, and I couldn't be more pleased with my experience. After researching various fitness centres, I decided to try this one, and it's been an amazing choice!",False,"October 10, 2024"
Fitmate is the program that I have been searching for…,Colleen K,US,1,5,"Fitmate has completely transformed my weight loss journey! I've used so many different apps and tried a few other coaching services but Fitmate is on a whole different level. From the moment I began using it, I felt like I had a personal coach providing tailored meal plans that suited my preferences and specific dietary needs, making it much easier to maintain a healthy routine. My coach Erin, is very supportive and knowledgeable. It's great knowing that she is there to help me in every way that she can.The app’s design is intuitive, so tracking my progress has been simple, and the encouraging tips from my coach keep me motivated and on course. Erin texts me daily with kudos for what I am doing well and suggestions for how I can improve. Beyond just losing weight, I’ve developed healthier habits with my physical activity, created a sustainable routine and a more positive and balanced relationship with food.If you're looking for an effective and supportive tool for weight loss, I highly recommend Fitmate!",False,"October 08, 2024"
Fitmate is a great app that helps you…,Dania,US,1,5,"Fitmate is a great app that helps you stay healthy and fit. It’s really easy to use and lets you track your workouts, plan meals, and set fitness goals. You can even create workout plans that match your level, whether you’re just starting or already super active. The app also has cool features like tracking your progress and connecting with a coach to stay motivated. Plus, there are simple and healthy recipes you can follow. Overall, Fitmate makes it fun and simple to keep up with your nutrition and fitness goals!",False,"September 24, 2024"
Belle and Fitmate are interrupting my diet/binge cycle.,Mara Holt,US,5,5,"Belle helped me get through a trip recently with encouragement about food and exercise choices I was making. When I returned home my partner and I had words, and I left the house and drove around for a while, and I parked in a shady spot at a restaurant and texted my partner. When I got home, he was surprised to learn that I had not eaten any ice cream. I hadn’t even thought about it until he brought it up. In every similar situation, I have brought ice cream or a cream pie and eaten all of it before returning home. This is how Belle and this program has changed my life. I have a history of binge eating to solve my emotional problems, and this time I got through the trip and its aftermath without succumbing to emotional eating. The next time I weighed I had lost 2 lbs.This program, with Belle’s help, has taught me how to eat so that I’m not ravenously hungry between meals, has taught me how to cook meals I enjoy, and how to keep up exercise in difficult situations. Belle and Fitmate are moving me away from my previous diet/binge cycle that has characterized most of my life. This program works. Belle doesn’t blame or punish me; she only encourages me. Thus I am gradually learning not to blame or punish myself.",False,"September 25, 2024"
Awesome program,Alice Hill,GB,1,5,"Awesome program! I've been with Fitmate for almost 4 months now, and I keep recommending it to my friends and family. I've tried so many ways to lose weight, but I finally found something more accountable. I can literally text my coach anytime and get valuable advice about my situation. I've not only gotten fitter but also generally healthier, stronger, and happier with my well-being.","Thank you for the review! We're thrilled to hear about your progress and that you’re enjoying the personalized support from your coach. We're honored to be a part of your journey towards a healthier, stronger, and happier you. Keep up the amazing work!","June 27, 2024"
I can't recommend Fitmate enough,Jenny,US,1,5,"I can't recommend Fitmate enough! This food coach app has been a game-changer in my weight loss journey. From the moment I started using it, I felt supported and guided every step of the way. The personalized plans were tailored to my preferences and dietary needs, making it easy to stick to a healthy eating routine.The app's user-friendly interface made tracking progress straightforward and easy. The tips and motivational messages from my coach keep me inspired and focused on my goals.This app didn't just help me lose weight though; it helped me develop healthier habits and a better relationship with food. If you're looking for a supportive tool to aid your weight loss journey, Fitmate is the way to go!","Thank you so much for your glowing review! We're thrilled to hear that Fitmate has been a game-changer in your weight loss journey. Our team is dedicated to providing personalized support and it's wonderful to know that our tailored plans, user-friendly interface, and motivational messages have made a positive impact on your health and habits. Your success story is exactly why we do what we do. Keep up the great work, and thank you for recommending Fitmate! 🧡","July 25, 2024"
Amazing coach,Kenan Starčević,US,1,5,"From the first day, my coach Sam provided me with a program specifically tailored for my needs. He's extremely knowledgeable, professional and kind! I had a free 7 day trial which went great, so deciding to continue with the paid service was a no-brainer. I've been able to lose weight at a steady pace for the past few months and would recommend the app to anyone who's found themselves struggling with this issue in the past!",Thank you for sharing your experience! We're delighted to hear that Coach Sam has been such a great match for your needs. Your steady progress and positive recommendation mean a lot to us. Keep up the fantastic work!,"June 27, 2024"
Supportive coaching and lasting results,Alison T.,US,1,5,"Love my coach Chiquita! She's been amazing at keeping me accountable for my food and exercise goals. I've learned healthy habits that are actually sticking, and I'm seeing results with weight loss and increased energy. The app's resources are great too - I found delicious recipes and built meal plans from them. Highly recommend Fitmate!","Thank you so much for sharing your experience with us! It's fantastic that you're seeing results with weight loss and increased energy while also adopting sustainable healthy habits. Your recommendation means a lot, and we're thrilled to be part of your wellness journey. Keep up the amazing work! ❤️","March 06, 2024"
Great coach!,Kate,CA,2,5,Having such a knowledgeable and supportive coach has made my experience a very positive one. She helped me to tailor a program and to choose attainable goals that fit in with my schedule. She has helped me develop new habits that have led to increased energy and steady weight loss.,"Thank you for your kind words! We're delighted to hear that our coach has made your experience positive and helps you achieve your goals. Your progress in developing new habits, increasing energy, and steady weight loss is fantastic. Keep up the great work! ✨","May 29, 2024"
I have learned a lot of healthy habits…,Adcock,US,1,5,I have learned a lot of healthy habits on this program and I'm even find foods that I didn't know I like on there food resource guide. My coach keeps me motivated everyday which I 100% need. She is teaching me the habits and if I mess up she's right there to encourage me. I definitely recommend this program if you are on the fence.,"Really glad to hear our program is working well for you, here's to smashing your goals!","August 05, 2024"
It’s been one month of consistency with…,Foluke,US,1,5,It’s been one month of consistency with Erin. Having someone I’m accountable to has been so helpful in my fitness journey. It’s been really helpful these past month. I’m starting to make the necessary changes in my diet and it’s been helpful with a coach.,False,"August 30, 2024"
Great experience!,Mara Holt,US,5,5,"After almost 4 weeks in the program, I feel more capable and energetic. I have counted calories for years, but I haven’t paid formal attention to protein and fiber. Having protein and fiber goals has kept me from feeling the incessant hunger that I have felt with other diets.I am much more motivated because of the gentle accountability that Belle has provided. Belle is a perfect coach. She is responsive, always there when I need her, always positive and encouraging. The teamwork keeps me on track. I have been on a lot of diets in my life, and I know my pitfalls pretty well, and Belle listens to me and helps me incorporate my successful strategies into the program. If she makes a suggestion that I know won’t work for me, she will modify it. She knows that if I do well on a smaller goal that I will push past that goal when I am ready.I am enjoying new foods and the creativity of putting ingredients together to develop the right balance of calories, protein, and fiber. And I’m able to do more in a day without getting as tired as I used to get. I look forward to exercise and to the next recipe.",We're so glad Belle is giving you the accountability that you need and it's helping maintain your energy levels. Great progress so far!,"August 11, 2024"
I wasn’t sure what to expect when…,Angela H,US,1,5,"I wasn’t sure what to expect when signing up for Fitmate, but I have been super happy with the support I’ve received over that last 4 weeks of the program. My coach is supportive, reaches out often and asks me a lot of questions to help me think about my goals and what’s working well, what I’m struggling with and how I can be better supported. There’s never any shame or guilt if you miss a goal but definitely feeling strong accountability for what I’ve set out to do. So far I’m incredibly happy with this program.",Thank you for this amazing feedback! We're delighted to hear you've found our program supportive and empowering. Your feedback fuels our commitment to providing personalized guidance and fostering a positive environment for your fitness goals. Keep up the fantastic progress! ❤️,"April 16, 2024"
I love this program,An,US,2,5,I love this program. I have a binge eating disorder. Before I started Fitmate I was looking for a plan that would help keep me on track with healthy eating. I needed to tell someone what I was eating daily to keep me accountable. Fitmate is doing that. My coach Sam is leading me gently to a healthier life. The program is doable. I have daily goals that Sam has established for me. If I have any doubts about achieving a goal I communicate that to him and we adjust it. I have been looking for something like this program for years. Thank you Fitmate.,We're so glad our service is working for you and helping you manage your weight in a sustainable and healthy way. Well done on progress to date!,"August 09, 2024"
It’s built on a higher lean protein +…,CLB,US,1,5,"It’s built on a higher lean protein + high fiber + lower fat model. Set goals each week with a coach who you can set up quick video checkins with. Goals can seem a little formulaic (eat lean protein, get more fiber, drink enough water) but if you ask for other goals the coach can design any goal you want (do relaxation exercises, pre-plan snacks etc). I think the key is to know what you need and ask for it if their baseline goals and interactions are not what you are looking for.","Thanks for the review, glad you are finding the goals useful! We'll be improving the visibility of custom goals in the coming months in the app as well.","August 29, 2023"
Back on track after 1 month,Shelby,US,1,5,"I needed something to help me get back on track with my wellness journey. This program motivated me to get back at it - paying attention to how I fuel my body, drinking enough water, and moving my body. After 1 month on this program, I feel so much better mentally and physically.",Thank you for your wonderful feedback regarding our program! We are delighted to hear that you've successfully resumed your wellness journey and we are eagerly looking forward to assisting you in embracing even more positive change.,"December 29, 2023"
True Coaching at your fingertips!,Lana,US,1,5,"What I like most is their honesty. These coaches do a great job of critiquing meal options, making recommendations, and offering guidance on how to do it better next time, if necessary.  Time is spent each week considering what has taken place in the past week and the best way to attack the coming week. Communication occurs daily and it feels natural. I would recommend Fitmate to any of my friends.",False,"June 22, 2023"
This program is great for accountability,Sarah,US,1,4,"This program is great for accountability and health goals. My coach has been very responsive and helpful. The interactions are positive, no shaming when you fall short. I gave this 4 stars because I wish the app would let you track your entire day of eating and activity.","We're truly grateful for your thoughtful review. It's wonderful to know our program has helped you with your health goals and accountability. Your feedback on the app's features is valuable, and we'll certainly take it into account for future improvements.","December 06, 2023"
Great experience...highly recommend!,Candace D,US,3,5,"I like that this is done through messaging rather than phone calls, but at the same time it feels very personal as my coach is very responsive when I message her, and she checks up with me on days I don't message her.  It's very laid back and fits with my availability. She has taught me so much and implemented many new goals that are becoming the new norm for my healthy new lifestyle.",False,"February 01, 2023"
As advertised - and more!,PTG,AU,2,5,"As advertised. A very practical and efficient way to build strength. The on-demand classes and interface are top-notch and instructors are very engaging. The setup is pretty easy once you’ve done it a couple of times; it really only takes 5-10min to get the suit wet, on, and get the workout going… then 20min later you are done. I’m absolutely loving it. P.S. Customer service is outstanding.",False,"January 05, 2025"
The suit is awesome!,matt collen,US,1,5,"At age 43, I seriously injured my back at L5-S1. As a result, I had to undergo an emergency microdiscectomy. After months of physical therapy (post surgery) and rebuilding my leg muscles, I was ready to return to full-body strength training.I knew my heavy weightlifting days were behind me, so I consulted my physical therapist and physician after reading about Katalyst. My physician approved, so my wife and I both bought suits (we share a power pack). We were optimistic but skeptical. After trying it, we were blown away. Not only have we used the suits for 100% of our resistance training (2 to 3 times per week), my suit has helped me with my recovery. I’m stronger than I’ve ever been. Additionally, my wife’s achy joints (from playing college soccer) are better after giving up traditional weights for Katalyst.Thanks Katalyst! We plan to be lifers.",False,"December 07, 2024"
Simple and effective way to see results,Andrew,US,1,5,"Simple and effective way to build muscle!  Takes some getting used to, but after a couple weeks, using the Katalyst suit has become my favorite workout days of the week.  I've added added muscle mass, see muscle tone, and love the post-workout endorphins.  I wish it were a little more inexpensive, but I see the upfront cost as an investment that I'm seeing a great return.  The customer service is also great, staying true to their size-change policies.",False,"November 05, 2024"
Blown away by this company,Kelly Candeur,US,3,5,"Blown away by this company. Their product is innovative and effective, their customer service team is beyond wonderful and they are continuously working to improve their offerings. I would most highly recommend to anyone- Katalyst would make a great addition to anyone's like. Not only is their suit amazing but they truly stand behind their product. Isabelle and her team have been gracious and generous - taking time out of their day to help share best practices, fitting etc. Thank you so much for what you offer!",False,"November 07, 2024"
I've been using EMS with Katalyst and…,Gary James,US,3,5,I've been using EMS with Katalyst and my back/core has never felt better.,False,"December 18, 2024"
Amazing product and support,Richard Sardinas,US,2,5,What an amazing product. And what an amazing customer service for support they have. They are happy to help and want success in your Katalyst Journey. Thank you team,False,"December 03, 2024"
The workouts have been great,Randall Tom,US,2,5,The workouts have been great. I feel like I am getting a full workout in a short period of time. The workouts are also interesting and varied. The video instruction is excellent. I like the automatic adjustment of the intensity level as you work through each video.,False,"November 08, 2024"
Amazing …,Braden Pollock,US,2,5,"I’ve been using my Katalyst suit for several years. It’s nothing short of amazing. In 20 mins, I break such a sweat that I feel like I’ve been training for over an hour. It’s 100% worth the money.",False,"December 05, 2024"
"Great product, great service!",Steve Foster,US,1,5,"Great product, great service! Even a 69 year old man can see huge muscle gains in just 2 or 3 sessions per week. Website provides clear guidance and prompt responses. Recently reported a defect in the material in a lower base layer that was promptly replaced. The guided workouts are amazing and customizable. Honestly the best workout experience imaginable!",False,"April 30, 2024"
Suit issue,Bruce Malcolm,CA,1,5,"I wrote Katalyst about an issue and they responded to the issue right away. Not only am I extremely happy with the suit, the customer service was outstanding addressing my issue. 10 out of 10Thank you",False,"November 06, 2024"
Great for a busy schedule and minimal footprint!,Ryan,US,1,5,"Katalyst has made strength training accessible. I’m a busy father and work in front of a  computer in a small office. I haven’t made it to the gym since my kids were born but with Katalyst all I need is an hour between appointments 2x/wk and I can get full workouts. With Katalyst I’ve exercised consistently for over a year now and the changes have been huge. I’ve been able to retrain muscle groups that previously weren’t firing, I have a broader range of motion when playing with my kids and my wife makes fun of me for being more muscular. And it’s less than we paid for the gym through zero interest with affirm.",False,"August 07, 2024"
2 years of Katalyst and never looked and felt better,jenya james hamidi,US,1,5,"I decided to invest in Katalyst after turning 40 and starting to feel random aches and pains around my body, particularly in my lower back which my mom has had chronic issues with.  Almost two years later and I have never been stronger, leaner, and my lower back pain is totally gone. I'm more fit than I was in my twentites, and I've always been physical and in shape. I'll sometimes take weeks off, but that doesnt seem to negatively impact the foundation I've built with consistent, long-term use. Cannot recommend it enough.",False,"April 25, 2024"
Spectacular!,Jay Jacobus,US,1,5,"The Katalyst system nothing but spectacular!    Everything from the physical suit, the technology, the customer support, the frequent updates, and the instructors, this is a top-notch product.   Workouts leave you exhausted (in a 'workout good way'!), but craving the next one!    There is so much variety within Katalyst that you don't get bored as each workout has its own twists and specialties.    Great job!",False,"April 22, 2024"
Great company - love my EMS suite.,B Ryder,GB,24,5,I purchased a Katalyst EMS suite. I highly rate both the suite - I love using it - and the company. They are extremely helpful and go out of their way to adress problems and give helpful information.,False,"October 31, 2024"
